street|number|locality|xpos|ypos|street_sv
"Suomenlinna C"|62|"Helsinki"|2555254|6670934|"Sveaborg C"
"Suomenlinna C"|78|"Helsinki"|2555194|6670906|"Sveaborg C"
"Suomenlinna C"|71|"Helsinki"|2555081|6670876|"Sveaborg C"
"Suomenlinna C"|41|"Helsinki"|2555048|6670896|"Sveaborg C"
"Suomenlinna C"|70|"Helsinki"|2555137|6670895|"Sveaborg C"
"Suomenlinna C"|77|"Helsinki"|2555142|6670873|"Sveaborg C"
"Suomenlinna C"|76|"Helsinki"|2555105|6670821|"Sveaborg C"
"Suomenlinna C"|74|"Helsinki"|2555059|6670789|"Sveaborg C"
"Suomenlinna C"|82|"Helsinki"|2555164|6670846|"Sveaborg C"
"Suomenlinna C"|83|"Helsinki"|2555185|6670784|"Sveaborg C"
"Suomenlinna C"|84|"Helsinki"|2555216|6670798|"Sveaborg C"
"Suomenlinna C"|81|"Helsinki"|2555193|6670856|"Sveaborg C"
"Suomenlinna C"|88|"Helsinki"|2555303|6670756|"Sveaborg C"
"Suomenlinna C"|86|"Helsinki"|2555235|6670767|"Sveaborg C"
"Suomenlinna C"|91|"Helsinki"|2555265|6670701|"Sveaborg C"
"Suomenlinna C"|93|"Helsinki"|2555189|6670678|"Sveaborg C"
"Suomenlinna B"|1|"Helsinki"|2554979|6670729|"Sveaborg B"
"Suomenlinna B"|2|"Helsinki"|2554965|6670757|"Sveaborg B"
"Suomenlinna B"|5|"Helsinki"|2554953|6670777|"Sveaborg B"
"Suomenlinna B"|10|"Helsinki"|2554831|6670824|"Sveaborg B"
"Suomenlinna B"|17|"Helsinki"|2554823|6670740|"Sveaborg B"
"Suomenlinna B"|40|"Helsinki"|2554941|6670702|"Sveaborg B"
"Suomenlinna B"|18|"Helsinki"|2554735|6670752|"Sveaborg B"
"Suomenlinna B"|20|"Helsinki"|2554714|6670669|"Sveaborg B"
"Suomenlinna B"|16|"Helsinki"|2554711|6670895|"Sveaborg B"
"Suomenlinna B"|13|"Helsinki"|2554757|6670881|"Sveaborg B"
"Suomenlinna B"|15|"Helsinki"|2554709|6670857|"Sveaborg B"
"Suomenlinna B"|14|"Helsinki"|2554742|6670860|"Sveaborg B"
"Suomenlinna B"|23|"Helsinki"|2554578|6670806|"Sveaborg B"
"Suomenlinna B"|24|"Helsinki"|2554604|6670744|"Sveaborg B"
"Suomenlinna B"|26|"Helsinki"|2554641|6670693|"Sveaborg B"
"Suomenlinna B"|19|"Helsinki"|2554659|6670771|"Sveaborg B"
"Suomenlinna B"|21|"Helsinki"|2554693|6670761|"Sveaborg B"
"Suomenlinna B"|37|"Helsinki"|2554867|6670698|"Sveaborg B"
"Suomenlinna B"|28|"Helsinki"|2554789|6670575|"Sveaborg B"
"Suomenlinna B"|29|"Helsinki"|2554843|6670498|"Sveaborg B"
"Suomenlinna B"|30|"Helsinki"|2554859|6670532|"Sveaborg B"
"Suomenlinna B"|35|"Helsinki"|2554866|6670644|"Sveaborg B"
"Suomenlinna B"|34|"Helsinki"|2554886|6670618|"Sveaborg B"
"Suomenlinna B"|33|"Helsinki"|2554894|6670570|"Sveaborg B"
"Suomenlinna B"|56|"Helsinki"|2554891|6670455|"Sveaborg B"
"Suomenlinna B"|41|"Helsinki"|2554969|6670630|"Sveaborg B"
"Suomenlinna B"|42|"Helsinki"|2555007|6670620|"Sveaborg B"
"Suomenlinna B"|44|"Helsinki"|2554976|6670588|"Sveaborg B"
"Suomenlinna B"|45|"Helsinki"|2554968|6670582|"Sveaborg B"
"Suomenlinna B"|52|"Helsinki"|2555098|6670518|"Sveaborg B"
"Suomenlinna B"|54|"Helsinki"|2554992|6670478|"Sveaborg B"
"Suomenlinna B"|53|"Helsinki"|2555035|6670476|"Sveaborg B"
"Suomenlinna B"|57|"Helsinki"|2554972|6670424|"Sveaborg B"
"Suomenlinna B"|59|"Helsinki"|2554992|6670399|"Sveaborg B"
"Suomenlinna A"|5|"Helsinki"|2555102|6670234|"Sveaborg A"
"Suomenlinna A"|3|"Helsinki"|2555141|6670313|"Sveaborg A"
"Suomenlinna A"|1|"Helsinki"|2554927|6670297|"Sveaborg A"
"Kauppaneuvoksentie"|10|"Helsinki"|2549172|6672310|"Kommerserådsvägen"
"Varhelantie"|4|"Helsinki"|2561383|6681573|"Varhelavägen"
"Runeberginkatu"|8|"Helsinki"|2551538|6673576|"Runebergsgatan"
"Runeberginkatu"|6|"Helsinki"|2551556|6673553|"Runebergsgatan"
"Rajakulmantie"|9|"Kerava"|2560124|6695672|"Rajakulmantie"
"Maratontie"|40|"Helsinki"|2560154|6682728|"Maratonvägen"
"Sinebrychoffinaukio"|1|"Kerava"|2561389|6697286|"Sinebrychoffinaukio"
"Alikeravantie"|77|"Kerava"|2561045|6696639|"Alikeravantie"
"Varpusenkuja"|1|"Vantaa"|2559326|6695637|"Sparvgränden"
"Kerananpolku"|1|"Kerava"|2563068|6699764|"Kerananpolku"
"Haukilahdenkatu"|15|"Espoo"|2542493|6673441|"Gäddviksgatan"
"Niittykallio"|3|"Espoo"|2542221|6673147|"Ängsberget"
"Parivaljakontie"|6|"Helsinki"|2548056|6681831|"Tvåspannsvägen"
"Unioninkatu"|20|"Helsinki"|2552978|6673090|"Unionsgatan"
"Siilitie"|8|"Vantaa"|2560285|6693900|"Igelkottsvägen"
"Mainiementie"|3|"Helsinki"|2560934|6672714|"Majniemivägen"
"Mainiementie"|4|"Helsinki"|2560923|6672709|"Majniemivägen"
"Mainiementie"|5|"Helsinki"|2560952|6672709|"Majniemivägen"
"Mainiementie"|7|"Helsinki"|2561027|6672726|"Majniemivägen"
"Mainiementie"|7|"Helsinki"|2561027|6672726|"Majniemivägen"
"Mainiementie"|8|"Helsinki"|2560897|6672842|"Majniemivägen"
"Mainiementie"|9|"Helsinki"|2560937|6672747|"Majniemivägen"
"Mainiementie"|11|"Helsinki"|2560935|6672764|"Majniemivägen"
"Elisabeth Kochin tie"|3|"Helsinki"|2553105|6676805|"Elisabeth Koch vägen"
"Elisabeth Kochin tie"|1|"Helsinki"|2553316|6676797|"Elisabeth Koch vägen"
"Uutelantie"|39|"Helsinki"|2565562|6677042|"Nybondasvägen"
"Kaupintie"|3|"Helsinki"|2549359|6680507|"Krämarvägen"
"A I Virtasen aukio"|1|"Helsinki"|2553600|6677526|"A I Virtanens plats"
"Haagan urheilutie"|10|"Helsinki"|2549676|6678647|"Haga sportväg"
"Teollisuuskatu"|5|"Helsinki"|2553046|6676003|"Industrigatan"
"Teollisuuskatu"|3|"Helsinki"|2553136|6675930|"Industrigatan"
"Iso-Roobertinkatu"|1|"Helsinki"|2552566|6672879|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|2|"Helsinki"|2552601|6672845|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|3|"Helsinki"|2552526|6672874|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|4|"Helsinki"|2552576|6672834|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|5|"Helsinki"|2552526|6672874|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|7|"Helsinki"|2552506|6672858|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|8|"Helsinki"|2552557|6672809|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|9|"Helsinki"|2552491|6672848|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|10|"Helsinki"|2552544|6672800|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|11|"Helsinki"|2552471|6672823|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|12|"Helsinki"|2552527|6672794|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|13|"Helsinki"|2552442|6672797|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|14|"Helsinki"|2552512|6672783|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|15|"Helsinki"|2552427|6672787|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|16|"Helsinki"|2552497|6672773|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|17|"Helsinki"|2552397|6672782|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|18|"Helsinki"|2552467|6672758|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|19|"Helsinki"|2552397|6672782|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|20|"Helsinki"|2552443|6672742|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|21|"Helsinki"|2552377|6672767|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|22|"Helsinki"|2552443|6672742|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|23|"Helsinki"|2552357|6672751|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|24|"Helsinki"|2552423|6672727|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|26|"Helsinki"|2552413|6672712|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|27|"Helsinki"|2552338|6672721|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|28|"Helsinki"|2552403|6672702|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|29|"Helsinki"|2552293|6672710|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|30|"Helsinki"|2552383|6672692|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|31|"Helsinki"|2552293|6672710|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|32|"Helsinki"|2552368|6672681|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|33|"Helsinki"|2552258|6672685|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|34|"Helsinki"|2552339|6672666|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|35|"Helsinki"|2552229|6672664|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|36|"Helsinki"|2552309|6672646|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|37|"Helsinki"|2552229|6672664|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|38|"Helsinki"|2552309|6672646|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|39|"Helsinki"|2552189|6672639|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|40|"Helsinki"|2552309|6672646|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|41|"Helsinki"|2552160|6672593|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|42|"Helsinki"|2552274|6672620|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|43|"Helsinki"|2552115|6672578|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|44|"Helsinki"|2552259|6672610|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|46|"Helsinki"|2552235|6672589|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|48|"Helsinki"|2552191|6672561|"Stora-Robertsgatan"
"Iso-Roobertinkatu"|52|"Helsinki"|2552160|6672543|"Stora-Robertsgatan"
"Kuninkaantammentie"|17|"Helsinki"|2549680|6684081|"Kungseksvägen"
"Länsisatamankatu"|23|"Helsinki"|2550741|6672148|"Västrahamnsgatan"
"Kallvikinniementie"|1|"Helsinki"|2562968|6677163|"Kallviksuddsvägen"
"Kallvikinniementie"|3|"Helsinki"|2562897|6677111|"Kallviksuddsvägen"
"Kallvikinniementie"|5|"Helsinki"|2562897|6677111|"Kallviksuddsvägen"
"Kallvikinniementie"|4|"Helsinki"|2563137|6677138|"Kallviksuddsvägen"
"Kallvikinniementie"|6|"Helsinki"|2563137|6677138|"Kallviksuddsvägen"
"Kallvikinniementie"|8|"Helsinki"|2563137|6677138|"Kallviksuddsvägen"
"Kallvikinniementie"|10|"Helsinki"|2563137|6677138|"Kallviksuddsvägen"
"Kallvikinniementie"|7|"Helsinki"|2562792|6676983|"Kallviksuddsvägen"
"Kallvikinniementie"|13|"Helsinki"|2562792|6676983|"Kallviksuddsvägen"
"Kallvikinniementie"|9|"Helsinki"|2562874|6676999|"Kallviksuddsvägen"
"Kallvikinniementie"|11|"Helsinki"|2562801|6676948|"Kallviksuddsvägen"
"Kallvikinniementie"|12|"Helsinki"|2563011|6676994|"Kallviksuddsvägen"
"Kallvikinniementie"|16|"Helsinki"|2563122|6676593|"Kallviksuddsvägen"
"Kallvikinniementie"|18|"Helsinki"|2563077|6676524|"Kallviksuddsvägen"
"Kallvikinniementie"|20|"Helsinki"|2563135|6676476|"Kallviksuddsvägen"
"Kallvikinniementie"|21|"Helsinki"|2563047|6676444|"Kallviksuddsvägen"
"Kallvikinniementie"|23|"Helsinki"|2563083|6676427|"Kallviksuddsvägen"
"Kallvikinniementie"|22|"Helsinki"|2563195|6676380|"Kallviksuddsvägen"
"Kallvikinniementie"|24|"Helsinki"|2563227|6676349|"Kallviksuddsvägen"
"Kallvikinniementie"|26|"Helsinki"|2563257|6676292|"Kallviksuddsvägen"
"Kallvikinniementie"|27|"Helsinki"|2563110|6676332|"Kallviksuddsvägen"
"Kallvikinniementie"|29|"Helsinki"|2563160|6676283|"Kallviksuddsvägen"
"Kallvikinniementie"|28|"Helsinki"|2563296|6676257|"Kallviksuddsvägen"
"Kallvikinniementie"|31|"Helsinki"|2563218|6676247|"Kallviksuddsvägen"
"Kallvikinniementie"|35|"Helsinki"|2563199|6676062|"Kallviksuddsvägen"
"Kallvikinniementie"|34|"Helsinki"|2563582|6676003|"Kallviksuddsvägen"
"Kallvikinniementie"|36|"Helsinki"|2563689|6675907|"Kallviksuddsvägen"
"Kallvikinniementie"|39|"Helsinki"|2563813|6675798|"Kallviksuddsvägen"
"Kallvikinniementie"|33|"Helsinki"|2563257|6676151|"Kallviksuddsvägen"
"Heposaarentie"|1|"Helsinki"|2563122|6676593|"Hästholmsvägen"
"Heposaarentie"|3|"Helsinki"|2563316|6676683|"Hästholmsvägen"
"Heposaarentie"|4|"Helsinki"|2563266|6676750|"Hästholmsvägen"
"Rantapaadentie"|1|"Helsinki"|2563199|6676062|"Strandhällsvägen"
"Rantapaadentie"|7|"Helsinki"|2563630|6675619|"Strandhällsvägen"
"Kuningattarenpolku"|9|"Helsinki"|2564210|6675309|"Drottningstigen"
"Kuningattarenpolku"|10|"Helsinki"|2564192|6675293|"Drottningstigen"
"Kuningattarenpolku"|12|"Helsinki"|2564169|6675291|"Drottningstigen"
"Riveliniemenpolku"|1|"Helsinki"|2563911|6675791|"Revelsuddsstigen"
"Vähäntuvantie"|1|"Helsinki"|2547451|6680632|"Lillstuvägen"
"Pakilantie"|8|"Helsinki"|2551996|6680282|"Baggbölevägen"
"Raumantie"|1|"Helsinki"|2548933|6677426|"Raumovägen"
"Töölönkatu"|33|"Helsinki"|2551437|6674794|"Tölögatan"
"Elimäenkatu"|9|"Helsinki"|2552908|6676208|"Elimägatan"
"Luostarinportti"|1|Kirkkonummi|2524681|6667363|"Klosterporten"
"Karvaamokuja"|2|"Helsinki"|2549012|6678425|"Garverigränden"
"Kilonkallio"|10|"Espoo"|2543421|6679187|"Kiloberget"
"Kilonrinne"|10|"Espoo"|2543346|6679086|"Kilobranten"
"Osmontie"|43|"Helsinki"|2552648|6678958|"Osmovägen"
"Henry Fordin katu"|4|"Helsinki"|2551596|6671578|"Henry Fords gata"
"Uudisraivaajantie"|28|"Helsinki"|2556233|6684860|"Nyröjarvägen"
"Heteniityntie"|2|"Helsinki"|2563163|6679061|"Gjutängsvägen"
"Finnoonniitynkuja"|7|"Espoo"|2539038|6673160|"Finnoängsgränden"
"Eteläranta"|10|"Helsinki"|2553045|6673004|"Södra kajen"
"Ison-Antintie"|22|"Helsinki"|2560045|6677655|"Stor-Andersvägen"
"Säteritilankatu"|1|"Vantaa"|2553538|6684607|"Sätesgårdsgatan"
"Säteritilankatu"|2|"Vantaa"|2553583|6684581|"Sätesgårdsgatan"
"Säteritilankatu"|3|"Vantaa"|2553497|6684608|"Sätesgårdsgatan"
"Säteritilankatu"|4|"Vantaa"|2553578|6684543|"Sätesgårdsgatan"
"Säteritilankatu"|6|"Vantaa"|2553544|6684571|"Sätesgårdsgatan"
"Säteritilankatu"|8|"Vantaa"|2553473|6684565|"Sätesgårdsgatan"
"Tallikatu"|34|"Helsinki"|2551933|6676326|"Stallgatan"
"Lehmustontie"|1|"Vantaa"|2558283|6694210|"Lehmustovägen"
"Lehmustontie"|2|"Vantaa"|2558226|6694194|"Lehmustovägen"
"Lehmustontie"|3|"Vantaa"|2558292|6694252|"Lehmustovägen"
"Lehmustontie"|4|"Vantaa"|2558242|6694239|"Lehmustovägen"
"Lehmustontie"|5|"Vantaa"|2558304|6694284|"Lehmustovägen"
"Lehmustontie"|6|"Vantaa"|2558262|6694329|"Lehmustovägen"
"Lehmustontie"|7|"Vantaa"|2558342|6694339|"Lehmustovägen"
"Lehmustontie"|9|"Vantaa"|2558407|6694442|"Lehmustovägen"
"Lehmustontie"|10|"Vantaa"|2558316|6694433|"Lehmustovägen"
"Lehmustontie"|12|"Vantaa"|2558357|6694471|"Lehmustovägen"
"Lehmustontie"|13|"Vantaa"|2558467|6694502|"Lehmustovägen"
"Lehmustontie"|14|"Vantaa"|2558402|6694499|"Lehmustovägen"
"Lehmustontie"|15|"Vantaa"|2558492|6694509|"Lehmustovägen"
"Lehmustontie"|16|"Vantaa"|2558488|6694561|"Lehmustovägen"
"Lehmustontie"|17|"Vantaa"|2558533|6694545|"Lehmustovägen"
"Lehmustontie"|19|"Vantaa"|2558579|6694567|"Lehmustovägen"
"Lehmustontie"|20|"Vantaa"|2558607|6694630|"Lehmustovägen"
"Lehmustontie"|21|"Vantaa"|2558655|6694599|"Lehmustovägen"
"Lehmustontie"|22|"Vantaa"|2558787|6694721|"Lehmustovägen"
"Lehmustontie"|23|"Vantaa"|2558697|6694619|"Lehmustovägen"
"Lehmustontie"|24|"Vantaa"|2558808|6694748|"Lehmustovägen"
"Lehmustontie"|25|"Vantaa"|2558722|6694638|"Lehmustovägen"
"Lehmustontie"|26|"Vantaa"|2558822|6694769|"Lehmustovägen"
"Lehmustontie"|27|"Vantaa"|2558752|6694649|"Lehmustovägen"
"Lehmustontie"|28|"Vantaa"|2558812|6694829|"Lehmustovägen"
"Lehmustontie"|29|"Vantaa"|2558791|6694682|"Lehmustovägen"
"Lehmustontie"|30|"Vantaa"|2558832|6694799|"Lehmustovägen"
"Lehmustontie"|30|"Vantaa"|2558852|6694808|"Lehmustovägen"
"Lehmustontie"|31|"Vantaa"|2558823|6694702|"Lehmustovägen"
"Lehmustontie"|32|"Vantaa"|2558872|6694829|"Lehmustovägen"
"Lehmustontie"|33|"Vantaa"|2558852|6694739|"Lehmustovägen"
"Lehmustontie"|34|"Vantaa"|2558903|6694864|"Lehmustovägen"
"Lehmustontie"|35|"Vantaa"|2558882|6694769|"Lehmustovägen"
"Lehmustontie"|36|"Vantaa"|2558937|6694886|"Lehmustovägen"
"Lehmustontie"|37|"Vantaa"|2558917|6694813|"Lehmustovägen"
"Lehmustontie"|38|"Vantaa"|2558972|6694929|"Lehmustovägen"
"Lehmustontie"|39|"Vantaa"|2558962|6694839|"Lehmustovägen"
"Lehmustontie"|40|"Vantaa"|2558942|6694949|"Lehmustovägen"
"Lehmustontie"|41|"Vantaa"|2558984|6694888|"Lehmustovägen"
"Lehmustontie"|42|"Vantaa"|2558932|6694979|"Lehmustovägen"
"Lehmustontie"|43|"Vantaa"|2559003|6694912|"Lehmustovägen"
"Lehmustontie"|44|"Vantaa"|2559032|6695071|"Lehmustovägen"
"Lehmustontie"|45|"Vantaa"|2559032|6694962|"Lehmustovägen"
"Lehmustontie"|47|"Vantaa"|2559121|6695015|"Lehmustovägen"
"Lehmustontie"|49|"Vantaa"|2559085|6695066|"Lehmustovägen"
"Lehmustontie"|51|"Vantaa"|2559089|6695132|"Lehmustovägen"
"Lehmustontie"|52|"Vantaa"|2559068|6695241|"Lehmustovägen"
"Lehmustontie"|53|"Vantaa"|2559112|6695219|"Lehmustovägen"
"Lehmustontie"|56|"Vantaa"|2559139|6695388|"Lehmustovägen"
"Lehmustontie"|58|"Vantaa"|2559215|6695489|"Lehmustovägen"
"Lehmustontie"|59|"Vantaa"|2559315|6695515|"Lehmustovägen"
"Lehmustontie"|60|"Vantaa"|2559253|6695513|"Lehmustovägen"
"Lehmustontie"|61|"Vantaa"|2559383|6695577|"Lehmustovägen"
"Lehmustontie"|62|"Vantaa"|2559343|6695630|"Lehmustovägen"
"Lehmustontie"|63|"Vantaa"|2559442|6695644|"Lehmustovägen"
"Lehmustontie"|64|"Vantaa"|2559412|6695724|"Lehmustovägen"
"Lehmustontie"|65|"Vantaa"|2559502|6695669|"Lehmustovägen"
"Särkiniementie"|3|"Helsinki"|2549053|6671065|"Mörtnäsvägen"
"Siilipuistontie"|13|"Vantaa"|2560306|6694009|"Igelkottsparksvägen"
"Siilipuistontie"|11|"Vantaa"|2560323|6693989|"Igelkottsparksvägen"
"Siilipuistontie"|9|"Vantaa"|2560315|6693963|"Igelkottsparksvägen"
"Siilipuistontie"|18|"Vantaa"|2560282|6694004|"Igelkottsparksvägen"
"Siilipuistontie"|7|"Vantaa"|2560335|6693934|"Igelkottsparksvägen"
"Siilipuistontie"|5|"Vantaa"|2560367|6693954|"Igelkottsparksvägen"
"Siilipuistontie"|16|"Vantaa"|2560279|6693964|"Igelkottsparksvägen"
"Siilipuistontie"|3|"Vantaa"|2560326|6693901|"Igelkottsparksvägen"
"Siilipuistontie"|14|"Vantaa"|2560283|6693934|"Igelkottsparksvägen"
"Siilipuistontie"|1|"Vantaa"|2560332|6693859|"Igelkottsparksvägen"
"Siilipuistontie"|10|"Vantaa"|2560285|6693906|"Igelkottsparksvägen"
"Siilipuistontie"|6|"Vantaa"|2560259|6693881|"Igelkottsparksvägen"
"Siilipuistontie"|8|"Vantaa"|2560294|6693887|"Igelkottsparksvägen"
"Siilipuistontie"|12|"Vantaa"|2560244|6693901|"Igelkottsparksvägen"
"Siilipuistontie"|4|"Vantaa"|2560241|6693876|"Igelkottsparksvägen"
"Siilitaival"|2|"Vantaa"|2560339|6693801|"Igelkottsstråten"
"Siilipuistontie"|2|"Vantaa"|2560292|6693851|"Igelkottsparksvägen"
"Siilitaival"|4|"Vantaa"|2560349|6693739|"Igelkottsstråten"
"Siilitaival"|1|"Vantaa"|2560303|6693790|"Igelkottsstråten"
"Siilitaival"|6|"Vantaa"|2560358|6693708|"Igelkottsstråten"
"Siilitaival"|8|"Vantaa"|2560361|6693682|"Igelkottsstråten"
"Siilitaival"|3|"Vantaa"|2560314|6693742|"Igelkottsstråten"
"Siilitaival"|10|"Vantaa"|2560368|6693658|"Igelkottsstråten"
"Siilitaival"|12|"Vantaa"|2560367|6693632|"Igelkottsstråten"
"Siilitaival"|7|"Vantaa"|2560321|6693702|"Igelkottsstråten"
"Siilitaival"|9|"Vantaa"|2560330|6693675|"Igelkottsstråten"
"Siilireitti"|15|"Vantaa"|2560376|6693581|"Igelkottsrutten"
"Siilireitti"|17|"Vantaa"|2560377|6693606|"Igelkottsrutten"
"Siilitaival"|11|"Vantaa"|2560321|6693639|"Igelkottsstråten"
"Siilireitti"|13|"Vantaa"|2560390|6693533|"Igelkottsrutten"
"Siilireitti"|18|"Vantaa"|2560330|6693613|"Igelkottsrutten"
"Siilireitti"|16|"Vantaa"|2560342|6693574|"Igelkottsrutten"
"Siilireitti"|7|"Vantaa"|2560397|6693420|"Igelkottsrutten"
"Siilireitti"|14|"Vantaa"|2560340|6693533|"Igelkottsrutten"
"Siilireitti"|5|"Vantaa"|2560400|6693337|"Igelkottsrutten"
"Siilireitti"|12|"Vantaa"|2560295|6693477|"Igelkottsrutten"
"Siilireitti"|3|"Vantaa"|2560402|6693289|"Igelkottsrutten"
"Siilireitti"|10|"Vantaa"|2560346|6693468|"Igelkottsrutten"
"Siilireitti"|1|"Vantaa"|2560405|6693230|"Igelkottsrutten"
"Siilireitti"|8|"Vantaa"|2560352|6693432|"Igelkottsrutten"
"Siilireitti"|4|"Vantaa"|2560346|6693294|"Igelkottsrutten"
"Siilireitti"|2|"Vantaa"|2560339|6693204|"Igelkottsrutten"
"Emosiilinkuja"|1|"Vantaa"|2560122|6693896|"Honigelkottsgräden"
"Emosiilinkuja"|4|"Vantaa"|2560137|6693851|"Honigelkottsgräden"
"Emosiilinkuja"|5|"Vantaa"|2560067|6693893|"Honigelkottsgräden"
"Emosiilinkuja"|6|"Vantaa"|2560109|6693872|"Honigelkottsgräden"
"Emosiilinkuja"|8|"Vantaa"|2560090|6693869|"Honigelkottsgräden"
"Emosiilinkuja"|10|"Vantaa"|2560063|6693861|"Honigelkottsgräden"
"Isonsiilinkuja"|1|"Vantaa"|2560138|6693833|"Storigelkottsgräden"
"Isonsiilinkuja"|2|"Vantaa"|2560101|6693829|"Storigelkottsgräden"
"Isonsiilinkuja"|3|"Vantaa"|2560135|6693872|"Storigelkottsgräden"
"Isonsiilinkuja"|4|"Vantaa"|2560111|6693860|"Storigelkottsgräden"
"Pikkusiilinkuja"|1|"Vantaa"|2560122|6693896|"Lilligelkottsgräden"
"Pikkusiilinkuja"|2|"Vantaa"|2560067|6693893|"Lilligelkottsgräden"
"Pikkusiilinkuja"|3|"Vantaa"|2560091|6693943|"Lilligelkottsgräden"
"Pikkusiilinkuja"|4|"Vantaa"|2560066|6693912|"Lilligelkottsgräden"
"Pikkusiilinkuja"|6|"Vantaa"|2560075|6693938|"Lilligelkottsgräden"
"Naalitaival"|1|"Vantaa"|2560358|6693708|"Fjällrävsstråten"
"Naalitaival"|2|"Vantaa"|2560383|6693745|"Fjällrävsstråten"
"Naalitaival"|3|"Vantaa"|2560385|6693712|"Fjällrävsstråten"
"Naalitaival"|5|"Vantaa"|2560400|6693689|"Fjällrävsstråten"
"Naalitaival"|7|"Vantaa"|2560413|6693718|"Fjällrävsstråten"
"Naalitaival"|9|"Vantaa"|2560417|6693692|"Fjällrävsstråten"
"Naalipuistontie"|1|"Vantaa"|2560458|6693720|"Fjällrävsparksvägen"
"Naalipuistontie"|3|"Vantaa"|2560453|6693693|"Fjällrävsparksvägen"
"Naalipuistontie"|4|"Vantaa"|2560469|6693771|"Fjällrävsparksvägen"
"Naalipuistontie"|5|"Vantaa"|2560481|6693724|"Fjällrävsparksvägen"
"Naalipuistontie"|6|"Vantaa"|2560536|6693764|"Fjällrävsparksvägen"
"Naalipuistontie"|7|"Vantaa"|2560539|6693732|"Fjällrävsparksvägen"
"Naalipuistontie"|6|"Vantaa"|2560546|6693793|"Fjällrävsparksvägen"
"Naalipuistontie"|10|"Vantaa"|2560568|6693768|"Fjällrävsparksvägen"
"Naalipuistontie"|11|"Vantaa"|2560557|6693735|"Fjällrävsparksvägen"
"Naalipuistontie"|12|"Vantaa"|2560569|6693794|"Fjällrävsparksvägen"
"Naalipuistontie"|13|"Vantaa"|2560573|6693734|"Fjällrävsparksvägen"
"Naalipuistontie"|14|"Vantaa"|2560595|6693785|"Fjällrävsparksvägen"
"Naalipuistontie"|15|"Vantaa"|2560598|6693745|"Fjällrävsparksvägen"
"Naalipuistontie"|16|"Vantaa"|2560623|6693778|"Fjällrävsparksvägen"
"Naalipuistontie"|17|"Vantaa"|2560634|6693746|"Fjällrävsparksvägen"
"Ilpolankuja"|1|"Vantaa"|2545594|6683222|"Ilpolagränden"
"Ilpolankuja"|2|"Vantaa"|2545610|6683307|"Ilpolagränden"
"Ilpolankuja"|4|"Vantaa"|2545667|6683302|"Ilpolagränden"
"Ilpolankuja"|5|"Vantaa"|2545653|6683249|"Ilpolagränden"
"Ilpolankuja"|6|"Vantaa"|2545702|6683298|"Ilpolagränden"
"Ilpolantie"|1|"Vantaa"|2545517|6683344|"Ilpolavägen"
"Ilpolantie"|2|"Vantaa"|2545487|6683309|"Ilpolavägen"
"Ilpolantie"|3|"Vantaa"|2545508|6683372|"Ilpolavägen"
"Ilpolantie"|4|"Vantaa"|2545464|6683348|"Ilpolavägen"
"Ilpolantie"|5|"Vantaa"|2545530|6683393|"Ilpolavägen"
